3, 3.147634
3, 3.209688
3, 4.057647
4, 2.690762
4, 4.636842
4, 3.603068
4, 3.378890
4, 4.026475
4, 3.842317
5, 3.826304
5, 3.921875
5, 3.091327
5, 3.291641
5, 3.200766
5, 4.419197
5, 2.934229
5, 4.618788
5, 5.207245
5, 3.204216
7, 3.561039
7, 5.621770
7, 3.424456
7, 3.005162
7, 3.687235
7, 5.305696
7, 3.920421
7, 4.231418
7, 4.350517
7, 3.401220
7, 3.047742
7, 5.051000
7, 3.869638
7, 6.008943
7, 3.880515
7, 2.821861
7, 2.597807
7, 3.536850
7, 4.749410
7, 4.831122
7, 3.174449
3, 3.275088
3, 4.638815
3, 4.851185
5, 3.922308
5, 3.179151
5, 4.422092
5, 4.383857
5, 3.665256
5, 4.557455
5, 3.407184
5, 3.214358
5, 4.957983
5, 3.431691
6, 3.405804
6, 3.566595
6, 5.062776
6, 4.164085
6, 3.513246
6, 4.190095
6, 3.781613
6, 5.248571
6, 3.404380
6, 3.160522
6, 3.690826
6, 4.822333
6, 3.542443
6, 3.873939
6, 3.090712
6, 3.114579
6, 2.844943
6, 3.368813
6, 4.721102
6, 3.744876
6, 3.807821
6, 5.264988
6, 3.050803
6, 3.963975
6, 2.703146
6, 4.123457
6, 4.615972
6, 4.771342
6, 3.682906
6, 3.143072
5, 4.095620
5, 3.301530
5, 3.646779
5, 3.283733
5, 3.132954
5, 4.766938
5, 3.544178
5, 3.074850
5, 4.729376
5, 4.099622
5, 3.657390
5, 4.997770
5, 3.182468
5, 4.376243
5, 3.083764
5, 2.667846
5, 4.744702
5, 4.145672
5, 3.386532
5, 3.627148
5, 3.374344
5, 3.125588
5, 4.123166
5, 3.311601
5, 4.711995
5, 3.910563
5, 3.401132
5, 3.837239
5, 3.329715
5, 5.450083
4, 3.517101
4, 4.390467
4, 3.818665
4, 3.405672
4, 4.745503
4, 2.898689
6, 3.213394
6, 2.886486
6, 3.898589
6, 3.832532
6, 5.692196
6, 4.112286
6, 2.849298
6, 4.986422
6, 4.347919
6, 4.479442
6, 2.962988
6, 4.755386
6, 3.429592
6, 2.698166
6, 3.715589
6, 2.685777
6, 3.740708
6, 2.878246
6, 4.212992
6, 4.293448
6, 5.503681
6, 3.485412
6, 3.788047
6, 5.342518
6, 4.594018
6, 3.731220
6, 3.147253
6, 4.825951
6, 2.861293
6, 4.364676
6, 3.279710
6, 4.002524
6, 2.924551
6, 5.720568
6, 3.866484
6, 4.803009
6, 4.032233
6, 4.278177
6, 3.569706
6, 2.634008
6, 3.444663
6, 3.466829
6, 3.987543
6, 4.733128
6, 4.543215
7, 3.429082
7, 2.669625
7, 4.751568
7, 5.656324
7, 4.989309
7, 3.867480
7, 4.594007
7, 4.778745
7, 3.222018
7, 4.803894
7, 3.084023
7, 4.765134
7, 5.778313
7, 3.327837
7, 5.244588
7, 3.679484
7, 3.559241
7, 2.731813
7, 3.863884
7, 3.396734
7, 5.041924
6, 2.808914
6, 3.401294
6, 4.104741
6, 5.693997
6, 3.711967
6, 5.481934
6, 4.435775
6, 6.323891
6, 3.323778
6, 3.568935
6, 3.462369
6, 4.144527
6, 3.412580
6, 4.046702
6, 3.817683
5, 3.967695
5, 4.795914
5, 3.895306
5, 4.639626
5, 3.284478
5, 5.119024
5, 3.920706
5, 3.087799
5, 3.353416
5, 3.508661
7, 3.846973
7, 5.253361
7, 4.267657
7, 5.068343
7, 2.669869
7, 3.072540
7, 3.018178
7, 4.898459
7, 2.993877
7, 4.868819
7, 3.228514
7, 4.121104
7, 3.350597
7, 5.728228
7, 2.838609
7, 3.560983
7, 2.849228
7, 3.863289
7, 4.356111
7, 4.614954
7, 4.462410
6, 3.395615
6, 3.872738
6, 5.290945
6, 4.085168
6, 3.206914
6, 5.725408
6, 5.208387
6, 2.763223
6, 4.904783
6, 3.794707
6, 5.142422
6, 3.814053
6, 3.066023
6, 3.628250
6, 3.408827
5, 3.903345
5, 4.935889
5, 3.604483
5, 3.784072
5, 4.504431
5, 3.458815
5, 3.857992
5, 3.206571
5, 4.361078
5, 5.299991
5, 4.506318
5, 2.992942
5, 3.316685
5, 4.456299
5, 3.813686
5, 5.449890
5, 3.810787
5, 3.397367
5, 2.900914
5, 2.762209
7, 3.841901
7, 3.396851
7, 4.427200
7, 3.551535
7, 5.552207
7, 4.987835
7, 3.401676
7, 4.847113
7, 3.481695
7, 3.696755
7, 3.515380
7, 3.467261
7, 5.377527
7, 2.995230
7, 5.052178
7, 4.905436
7, 3.169937
7, 3.623617
7, 5.746077
7, 2.778795
7, 3.946682
5, 3.586377
5, 3.639973
5, 3.344503
5, 5.458516
5, 4.701011
5, 3.740508
5, 4.794278
5, 3.636386
5, 3.083180
5, 3.254858
6, 2.931450
6, 5.005047
6, 3.395129
6, 3.120609
6, 4.877130
6, 3.566076
6, 4.922286
6, 3.016190
6, 5.085922
6, 4.278972
6, 4.439696
6, 4.204628
6, 4.337845
6, 3.685661
6, 2.905546
5, 3.586572
5, 6.053536
5, 4.240248
5, 4.086270
5, 4.193876
5, 5.307787
5, 3.444343
5, 4.130303
5, 3.564337
5, 3.286168
4, 5.074495
4, 3.414806
4, 4.517200
4, 3.780265
4, 3.169448
4, 5.478376
6, 4.354079
6, 5.182442
6, 3.945554
6, 3.728404
6, 3.938096
6, 3.410938
6, 3.301848
6, 5.182413
6, 2.987072
6, 3.332101
6, 3.295891
6, 3.066643
6, 3.487836
6, 4.636874
6, 4.156080
6, 3.973449
6, 3.515508
6, 3.020215
6, 3.145489
6, 5.249486
6, 3.377854
6, 4.510942
6, 3.887853
6, 3.077531
6, 3.132619
6, 5.404378
6, 3.521747
6, 4.006694
6, 3.689905
6, 4.963124
3, 3.917257
3, 3.810118
3, 4.769706
5, 2.753924
5, 3.875951
5, 4.035071
5, 4.279836
5, 3.246306
5, 3.918788
5, 5.120166
5, 4.165141
5, 3.332927
5, 3.087264
6, 4.071437
6, 3.588440
6, 4.837796
6, 2.757029
6, 3.467065
6, 3.783451
6, 3.405719
6, 5.393631
6, 4.034128
6, 4.187215
6, 3.326395
6, 5.132956
6, 4.400023
6, 2.895669
6, 3.844516
5, 2.608084
5, 3.370371
5, 4.774390
5, 3.111189
5, 3.000050
5, 3.957032
5, 4.351391
5, 3.948848
5, 5.276410
5, 4.066288
6, 4.977720
6, 5.425882
6, 4.301511
6, 2.660714
6, 4.424443
6, 3.247722
6, 5.647699
6, 3.509487
6, 3.132603
6, 3.695781
6, 4.134973
6, 3.829321
6, 4.934694
6, 4.070639
6, 4.695668
5, 3.524784
5, 3.643144
5, 4.460224
5, 3.460462
5, 3.300515
5, 3.943666
5, 3.350657
5, 3.204512
5, 4.837406
5, 3.236109
5, 5.256025
5, 3.971926
5, 5.750530
5, 3.863172
5, 3.030940
5, 2.915682
5, 2.945250
5, 4.137173
5, 4.361387
5, 3.456429
6, 3.021076
6, 3.600847
6, 4.141039
6, 3.333737
6, 4.817427
6, 3.687601
6, 4.524279
6, 4.578963
6, 3.455966
6, 3.254213
6, 5.199817
6, 5.086974
6, 3.130591
6, 3.428673
6, 3.535279
5, 2.974323
5, 4.627235
5, 3.113985
5, 4.725146
5, 3.683056
5, 4.436000
5, 3.995773
5, 3.099226
5, 3.743915
5, 4.099036
7, 4.208373
7, 3.522414
7, 4.623646
7, 4.433298
7, 3.171854
7, 3.527578
7, 3.967997
7, 2.567119
7, 5.505763
7, 4.050179
7, 6.663385
7, 3.047802
7, 3.823922
7, 4.702649
7, 4.499739
7, 3.606653
7, 3.706409
7, 5.618222
7, 3.219394
7, 2.826057
7, 3.865889
6, 5.006855
6, 3.269954
6, 4.361445
6, 4.699851
6, 3.244395
6, 2.757064
6, 3.414352
6, 3.019967
6, 4.994347
6, 4.560592
6, 3.227197
6, 4.537059
6, 3.655544
6, 3.025244
6, 3.334681
5, 3.678872
5, 3.715158
5, 4.272552
5, 3.244611
5, 4.375031
5, 4.365891
5, 3.489269
5, 3.047540
5, 5.224127
5, 3.601222
6, 3.381050
6, 4.814572
6, 3.626486
6, 3.678872
6, 3.504711
6, 3.285392
6, 4.769790
6, 4.200310
6, 2.820798
6, 3.738890
6, 3.289802
6, 4.200679
6, 4.083736
6, 3.639863
6, 5.549820
5, 4.187840
5, 3.495137
5, 4.228676
5, 2.751963
5, 3.595974
5, 3.188910
5, 4.783382
5, 4.181519
5, 4.936588
5, 2.979597
4, 4.353447
4, 4.714923
4, 2.904583
4, 3.400147
4, 3.150762
4, 4.761712
4, 4.929361
4, 3.659699
4, 3.516731
4, 3.182138
4, 4.120413
4, 3.034963
3, 4.484172
3, 3.480934
3, 3.467175
4, 3.434036
4, 4.635476
4, 3.772068
4, 4.485142
4, 4.075998
4, 3.389454
6, 4.067690
6, 4.584441
6, 3.740013
6, 4.579672
6, 2.966581
6, 3.154267
6, 2.937482
6, 3.914243
6, 4.937884
6, 4.721165
6, 2.985314
6, 3.546054
6, 3.287263
6, 4.546592
6, 3.039178
5, 4.647795
5, 3.279970
5, 3.416636
5, 3.641167
5, 4.395111
5, 3.544996
5, 2.891176
5, 5.405904
5, 4.676099
5, 3.669510
6, 3.886399
6, 5.297896
6, 6.066663
6, 3.682676
6, 3.740668
6, 5.301792
6, 3.992505
6, 4.125458
6, 3.224981
6, 2.875361
6, 3.418772
6, 3.952430
6, 4.226831
6, 3.790857
6, 4.729915
7, 3.065126
7, 4.784151
7, 5.489308
7, 2.785480
7, 3.319413
7, 4.965666
7, 2.676434
7, 5.578898
7, 4.609588
7, 3.517542
7, 3.535164
7, 5.027007
7, 5.802051
7, 2.845874
7, 3.754937
